Num_equipement,Systeme,Description,Date de détéction de l'anomalie,Description de l'équipement,Section propriétaire,Fiabilité Intégrité
e510a0fd-73a2-44db-b67d-0c93e32ebb37,f7edce60-d1a5-401a-b673-f1193930615c,champ 5B a inspecter ( sequence trés lente plus remplissage rapide de sas),2020-03-26 09:41:00,SAS A SOUS CHAMP 5 ELECTROFILTRE B,34MC,1
c9710b7b-72dd-4217-b9fd-6c50537f9fb7,8ab799f5-144f-420c-b426-3d7e36b13f59,fuite de vapeur par tresse Ramoneur IK 18,2020-03-26 09:42:00,RAMONEUR LONG RETRACTABLE N°18 TYPE IK POUR LES ÉC,34MC,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,prévoir le réglage du vanne flotteur du décrasseur (débordement).,2020-03-26 09:52:00,DECRASSEUR,34MC,1
6bf249a6-8ba6-4b8e-9c18-b57576b0cfc6,8ab799f5-144f-420c-b426-3d7e36b13f59,réfection de la tresse du ramoneur IK6,2020-03-26 09:53:00,RAMONEUR LONG RETRACTABLE N°6 TYPE IK POUR LES ÉCH,34MC,1
ea2c77ad-678d-4686-8823-8aac71685974,db4d1348-69e4-4af6-b977-361b0b0f2f05,Dysfonctionnement de la pompe de drainage fioul TR3.probleme au moteur electrique,2020-03-26 09:57:00,POMPE DE DRAINAGE FIOUL COTÉ CHAUDIÈRE,34EX,1
6bf249a6-8ba6-4b8e-9c18-b57576b0cfc6,8ab799f5-144f-420c-b426-3d7e36b13f59,RÉFECTION LA tresse ramoneur IK6,2020-03-26 10:07:00,RAMONEUR LONG RETRACTABLE N°6 TYPE IK POUR LES ÉCH,34MC,1
510cc6fe-703f-404a-8e19-1d3b0e1a5884,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Fuite de l'eau déminéralisé au niveau de refoulement de la pompe 20/TR4.,2020-03-26 10:09:00,POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE),34MD,1
510cc6fe-703f-404a-8e19-1d3b0e1a5884,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,fuite par soudure .,2020-03-26 10:37:00,POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE),34MD,1
5e66e765-5003-4814-8931-f653e987b47c,d78e555e-f518-422a-b130-8a54a9ebada0,Prévoir contrôler la température du transfo  BFT 06 (80°C°) TR4.,2020-03-27 07:30:00,"TRANSFORMATEUR 6,6KV/0,4KV U3",34EL,3
a6a73b35-6759-4530-94b0-fa7e36305835,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,prévoir réglage de position registre d'air auxiliaire CD (angle 1),2020-03-27 14:15:00,POS CLAPS EL CD,34CT,2
2c7384a7-f85a-4d44-8e37-eaecd79e229c,05b99274-9c03-4073-b564-ebfa2d5a5606,prévoir soufflage prise  DP air primaire/foyer,2020-03-27 14:16:00,Transmetteur différentiel d'air primaire chaud/foyer,34CT,1
077c2477-7190-4701-bc48-442bc60c3655,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite de charbon pulvérisé sortie broyeur A (entre l'angle 3 et 4),2020-03-30 08:58:00,PULVERIZER A3 DISCHARGE,34MD,1
acb56796-3aea-4522-8e3d-d509efd32900,b7dd37f4-8f86-4391-955e-c0db891bec12,Défaut de communication ETP10 .,2020-03-30 09:09:00,COMPRESSEUR D'AIR A TYPE GA90W,34CT,1
ce6a4c41-b567-4423-a805-364ba2ab1590,32bdc6ad-32dd-4274-b44d-41f57b63295b,prévoir le contrôle de position soupape modératrice,2020-03-30 10:04:00,SOUPAPE MODIRATRICE TURBINE,34CT,1
b65bbd16-3bde-44da-a912-0f0571c708a4,52b20517-a1ba-4b78-8711-adebd336a6c2,prévoir contrôle température fonte Alternateur tr 03 N18,2020-03-30 10:09:00,Mesure de Température Encoche  018  Alternateur,34CT,3
f21872d1-3944-49d2-b957-82c978802eb7,37494786-8eeb-404e-bedf-f532bab67dea,PRÉVOIR LE CONTRÔLE MESURE DE TEMPÉRATURE ENROULEMENT PPE EXTRACTION A,2020-03-30 10:12:00,Mesure de Température Enroulement 1 Moteur de la Pompe d'Extraction 10,34CT,1
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Blocage en bas du dérailleur .,2020-03-30 10:15:00,Dégrilleur,34EL,2
c703afb7-cbde-4c94-b062-86987c9e3dad,e1768504-8b0f-4753-b9d8-35888de02a4b,prévoir soufflage tube pitot B,2020-03-30 10:17:00,"Tube de pitaux N°1 aspiration ventillateur B"".""",34CT,1
efe40cac-3ffa-46fe-81f7-da63652a64c9,cbd40d2b-59cc-4db7-9f41-2986a167df77,fuite de huile au niveau de thermocouple.,2020-03-30 10:19:00,Mesure de Température  Palier  Butée Externe de  PA10,34CT,2
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,COUDE PERC2,2020-03-30 12:29:00,SYSTEM ETG,34MD,1
2c7384a7-f85a-4d44-8e37-eaecd79e229c,05b99274-9c03-4073-b564-ebfa2d5a5606,PRÉVOIR SOUFFLAGE PRISE DE DP AIR PRIMAIRE/FOYER,2020-03-31 08:41:00,Transmetteur différentiel d'air primaire chaud/foyer,34CT,1
7ef8d3bf-49da-47de-860a-442eef210cc8,e2183f03-56ef-43ea-801e-cb5b88a8fc7f,vibration conduite de refoulement pompe noria secourue 20,2020-03-31 08:51:00,Pompe Noria secourue,34MD,1
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,prévoir la remise en place du moteur.,2020-03-31 08:53:00,Tombour filtarnt,34EL,2
19b71c55-62c4-41d9-85de-4be0040f10a5,cbd40d2b-59cc-4db7-9f41-2986a167df77,BRUIT ANORMALE ÉCOPE POMPE ALIMENTAIRE N° 20,2020-03-31 08:54:00,Position écope de la pompe alimentaire 20,34MM,3
78802bf8-6fdc-49a4-9036-b1600973a720,37494786-8eeb-404e-bedf-f532bab67dea,Remise en etat FDC vanne d'aspiration,2020-03-31 12:05:50,POMPE D'EXTRACTION  N°2,34CT,1
ecd708b4-1faf-49fe-8404-ac315a884479,8ab799f5-144f-420c-b426-3d7e36b13f59,Reglage vanne de ramonage chaudiere,2020-03-31 12:35:38,Systeme ramonage U3,34CT,1
dd77d046-9760-4aa7-8236-ece034e76b5d,cbd40d2b-59cc-4db7-9f41-2986a167df77,fuite par presse étoupe au niveau de la vanne d'isolement noria d'alimentation palier libre pompe principale.,2020-04-02 11:37:00,ligne eau alimentaire 10,34MM,1
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,dégrilleur bloqué,2020-04-02 11:38:00,Dégrilleur,34MM,2
37f0ed5e-cb08-49c2-ac4b-561739e4d960,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,GHC 10 ET GHC 20 ( appoint d'huile ),2020-04-02 11:39:00,POMPE D'APPOINT  (EAU DÉMINÉRALISÉE),34MM,1
12e410dd-2cad-4b34-9e31-1cbe01f94c55,cbd40d2b-59cc-4db7-9f41-2986a167df77,indicateur de temperature aspiration pompe alimentaire 10 non operationel (pompe principale ),2020-04-02 14:48:00,INDICATEUR DE TEMPERATURE,34CT,1
2c3267fc-5326-488a-94c3-2af8fb592701,9d2ff8b7-258c-4c10-ab3e-3bbddef0c80e,Manque de niveau visuel de la bâche à égoutture TR3. ,2020-04-03 08:50:00,DETECTEUR DE NIVEAU,34CT,1
cccf6f37-1752-43a5-9efe-207f5714dfb0,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,prévoir contrôle débit nulle pompe alime 30 ( passe en manu et s'ouvre 100%),2020-04-03 08:56:00,Débit nul pompe alimentaires 30,34CT,1
6e8a2a58-a16f-4961-8529-fddac2be620f,9feed3a5-01a1-468d-b024-dea75b0dd68d,defaut cpu redandant,2020-04-03 09:42:00,Armoire de Contrôle Automate Node 31,34CT,1
fd307b3e-4ab5-4318-94d8-9b41212df3b6,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite cp sortie broyeur fuite (par cisaillement de la conduite d'eau d'incendie entre broyeur),2020-04-03 10:12:00,PULV B CORNER 1 DISCHARGE VALVE,34MD,1
6c92a9ce-8bed-45ce-8e21-4c439b948fcd,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite cp sortie broyeur A (cisaillement de la conduite d'eau d'incendie),2020-04-03 10:12:00,PULV A CORNER 3 COAL SHUT-OFF GATE,34MD,1
4a292be4-f4c0-4075-bb1d-451e7a38fb0d,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite cp par bride angle 3 entrée chaudière,2020-04-03 10:13:00,Vanne isolement CP Broyeur B / foyer angle 3,34MC,1
9b2eca8c-2762-4194-9143-1b6275eb1d44,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,fuite charbon par percement goulotte alimentateur B,2020-04-03 10:13:00,COAL FEEDER B,34MD,2
d3920bcc-7919-4ce5-90a7-451415d1a83d,f7edce60-d1a5-401a-b673-f1193930615c,percement au niveaux de la conduite de transport des cendres volants 1A&2A. ,2020-04-03 10:13:00,SAS  SOUS CHAMP 1 ELECTROFILTRE A,34MD,2
510cc6fe-703f-404a-8e19-1d3b0e1a5884,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Fuite d'eau au niveau de refoulement de la pompe d'eau déminéralisé TR3/20.,2020-04-03 10:15:00,POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE),34MD,1
65193ddf-9215-4cef-b31f-14ebbff9a11c,f7edce60-d1a5-401a-b673-f1193930615c,percement au niveaux de la conduite de transport des cendres volants 1A&2A.  ,2020-04-03 10:16:00,SAS A SOUS CHAMP 1 ELECTROFILTRE A,34MD,2
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Coudes de transport des C-V dégradé,2020-04-03 12:08:00,SYSTEM ETG,34MD,1
27a7ff2f-92ee-481c-992c-cfcd76881d05,c111ab6f-a961-43ce-b8fe-54b2abf73628,rechargement des tambour des alimentateur,2020-04-03 12:43:00,Systeme  de broyage U3,34MD,1
5a08c7b5-1691-411a-ba91-4afc5812a955,daf31dee-089e-473c-a97c-edfc2d6a9982,test et Control,2020-04-03 12:52:00,Power transmission,34CT,1
f1e319d4-dd44-4298-ba77-77d6d8d73d39,5d34ddc7-cd24-4926-ad7d-99b73e817c51,prévoir soufflage 30hbk01cp006,2020-04-05 18:47:00,Transmetteur de pression foyer ..,34CT,2
4931c6ca-6660-49a9-bfa0-37b6cd9261f0,c111ab6f-a961-43ce-b8fe-54b2abf73628,Soufflage des filtres moteur du broyeur B,2020-04-06 08:54:00,Mesure de Température Enroulement 2 du Moteur Broyeur B,34EL,1
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,réglage détecteur de proximité position haute .,2020-04-06 08:55:00,Dégrilleur,34EL,2
47d8c538-d1d2-4802-b6be-107166749bf6,150ef315-4a3d-4550-8485-b2cc156c929f,prévoir nettoyer filtre d'huile du station d'huile broyeur C(30HFV30AT001A),2020-04-06 09:20:00,PULV C LUBE OIL HEATER,34MC,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,bruit anormale au niveau de la pompe a cause d'encrassement des filtres.,2020-04-06 09:22:00,POMPE FUEL  PRINCIPALE  N°1,34MC,2
d3920bcc-7919-4ce5-90a7-451415d1a83d,f7edce60-d1a5-401a-b673-f1193930615c,débouchage et inspection des sas champ (1A2A).,2020-04-06 09:23:00,SAS  SOUS CHAMP 1 ELECTROFILTRE A,34MC,1
2ede7d96-57b9-47c1-ba8a-4115f768da72,f7edce60-d1a5-401a-b673-f1193930615c,champ 1A et 2A a inspecter (blocage de séquence ),2020-04-06 09:23:00,VANNE DE REMPLISSAGE SAS A SOUS CHAMP 1 ELECTROFIL,34MC,1
0ef3ef3e-c5c6-43a7-998a-786023b8167b,150ef315-4a3d-4550-8485-b2cc156c929f,la pression refoulement de la pompe d'huile de graissage broyeur C a chuté,2020-04-06 09:25:00,MOTEUR POMPE DE LUBRIFICATION BROYEUR C,34GMC,1
19b71c55-62c4-41d9-85de-4be0040f10a5,cbd40d2b-59cc-4db7-9f41-2986a167df77,BRUIT ANORMAL ECOPE POMPE ALIMENTAIRE N°20,2020-04-06 11:13:00,Position écope de la pompe alimentaire 20,34MM,3
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,dressage de la benne du dégrilleur qui  blocage du racleur au départ cycle  .,2020-04-06 15:21:00,Dégrilleur,34MM,2
66e16ba3-63da-4e8b-a3a6-20af922e1d1a,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,Préparation et confection d'une manchette de la soupape ramoneur,2020-04-06 15:24:45,RAMONEUR DE RÉCHAUFFEUR D'AIR,34MD,1
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,câble  du degrilleur déchiré.,2020-04-06 15:26:00,Dégrilleur,34MM,2
47d8c538-d1d2-4802-b6be-107166749bf6,150ef315-4a3d-4550-8485-b2cc156c929f,prévoir changer les deux filtres d'huile station d’huile broyeur C,2020-04-06 15:29:00,PULV C LUBE OIL HEATER,34MC,1
703a1412-17c6-4bc4-abe9-25ff5d17292f,150ef315-4a3d-4550-8485-b2cc156c929f,prévoir changer les deux filtres d'huile station d’huile broyeur A,2020-04-06 15:29:00,PULV A LUBE OIL HEATER,34MC,1
2f8007cf-80dd-4732-9cc2-6f46bf5e9c76,cbd40d2b-59cc-4db7-9f41-2986a167df77,FUITE PAR PRESSE ÉTOUPE VANNE DE VIDANGE POMPE ALIMENTAIRE N°10,2020-04-06 15:30:00,Vidange Pompe Alimentaire N°10,34MM,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Changement d'un code dégradé sur conduite de transport de CV,2020-04-06 15:37:21,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34MD,1
3f24ed35-7771-4be8-a6f6-257283f3823d,0e675249-fa20-48b9-b1d7-7d9a85ca8e81,relevé des paramètres relais masse rotor,2020-04-07 12:55:00,ARMOIRES SYSTEME D'EXCITATION.,34EL,1
24e3f612-1f1a-4d03-8d6c-47154a919643,05b99274-9c03-4073-b564-ebfa2d5a5606,Prévoir soufflage prise de Dp,2020-04-07 17:50:00,Pressostat différentiel de contrôle de delta P  air chaud/foyer,34CT,1
8b270923-708e-4522-b932-a5366400d6b9,3c8c9836-b04d-477c-b331-e3101e4d592b,prévoir le contrôle des mesures température sonde de démarrage  corps HP turbine,2020-04-07 17:53:00,T HPT STARTING TRIPLE ELE,34CT,2
37f0ed5e-cb08-49c2-ac4b-561739e4d960,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Fuite d'huile au niveau de l'indicateur d'huile de la pompe GHC20,2020-04-08 08:37:00,POMPE D'APPOINT  (EAU DÉMINÉRALISÉE),34MM,1
1e94cf9e-9c08-4c67-960a-e396186b08ce,8c925644-3527-4713-a37a-7458857987ae,Contrôle fin de course ouverture du servomoteur de la vanne de refoulement 10,2020-04-08 15:20:00,SERVOMOTEUR DE LA VANNE AU REFOULEMENT DE LA POMPE,34EL,2
b05e9510-e699-4ba7-8631-690c4d6fbf91,8c925644-3527-4713-a37a-7458857987ae,Contrôle fin de course de fermeture de servomoteur de la vanne de refoulement pompe d'extraction 10,2020-04-08 15:31:00,SERVOMOTEUR VANNE MOT. REFOUL. PP D'EXTRACTION 1,34EL,2
21c8c9dc-8760-4db5-b373-eb1ab09672d1,8c925644-3527-4713-a37a-7458857987ae,Contrôle fin de course d'ouverture du servomoteur pompe d'extraction20,2020-04-08 16:01:00,SERVOMOTEUR VANNE MOT. REFOUL. PP D'EXTRACTION 2,34EL,2
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,DURE MÉCANIQUE AU NIVEAU CHÊNE BAS ÉVACUATION ECO,2020-04-10 08:47:00,SYSTEM ETG,34MC,1
fb551b8b-2183-4ea2-b7a0-0c6ece1c3946,cbd40d2b-59cc-4db7-9f41-2986a167df77,prévoir l'appoint d'huile ppe alimentaire 30,2020-04-10 08:49:00,Pompe alimentaire  principale  N° 30,34MG,1
49a8b0da-f65a-470e-a8b5-ab335f044661,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,controle et remise en etat vanne debit nul,2020-04-10 09:27:00,Clapet non retour Débit nul pompe alimentaire pompe 30,34CT,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,fabrication d'une cabine de désinfection,2020-04-13 09:36:00,unité 03,34MD,1
66f12375-5d10-4738-9989-2d6543053184,8aaa2b80-4215-4bb5-a167-fed52bea9ca1,Prévoir le contrôle afficheur vanne motorisée soutirage 5-6-4,2020-04-13 09:41:00,Soutirage Aval N° 5,34EL,1
243a4628-1abe-43d3-9cbb-1726a43391e6,8aaa2b80-4215-4bb5-a167-fed52bea9ca1,le soutirage N°4 ne se commande pas ni local ni à distance,2020-04-13 09:41:00,Soutirage N° 4,34EL,1
17518aa2-58c8-4add-a3d8-40115af6a0e1,af7b4f7e-9324-4cf5-81ee-cda4561b7c74,soutirage 7 ne se commande pas,2020-04-13 09:41:00,SERVOMOTEUR VANNE MOTORISÉE AU CIRCUIT DE SOUTIRAG,34EL,1
e5af5060-d064-426e-80c7-7c136c14e895,af7b4f7e-9324-4cf5-81ee-cda4561b7c74,soutirage 6 ne se commande pas,2020-04-13 09:41:00,Soutirage Amont N° 6,34EL,1
b16f90d0-7119-42fe-bea3-0b30e2a3b0a8,52b20517-a1ba-4b78-8711-adebd336a6c2,"Mesure des paramètres électrique( tension arbre, courant de fuite de terre, courant de décharge...) au niveau de l'alternateur U3",2020-04-14 15:40:00,ALTERNATEUR,34EL,1
00fde541-0f28-43ba-8338-2399cb7302df,c5799184-0dba-4180-a805-1028a4215ab8,transformateur redresseur déclencher par minimum tension (3A4A5A6A). NB: le taux d'opacité a augmenter au niveau du cheminé.,2020-04-15 08:45:00,TRANSFORMATEUR REDRESSEUR CHAMP3 FILE A,34EL,2
e14ed637-a3e7-4c83-b1ac-d5d28a1cd423,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,contrôle et vérification,2020-04-15 10:05:00,T EAU ENTR CHAUF 7,34CT,1
475e15fc-d32c-4328-adce-5684f7875c79,8ab799f5-144f-420c-b426-3d7e36b13f59,prévoir remise en état soupape IK17 non étanche,2020-04-15 10:19:00,RAMONEUR LONG RETRACTABLE  IK17,34MC,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,Prévoir nettoyé le filtre d'aspiration du pompe de fioul 20/TR3.,2020-04-15 10:19:00,POMPE FUEL  PRINCIPALE  N°2,34MC,1
475e15fc-d32c-4328-adce-5684f7875c79,8ab799f5-144f-420c-b426-3d7e36b13f59,prévoir remise en état Soupape Ramoneur IK17 non étanche.   ,2020-04-15 10:24:00,RAMONEUR LONG RETRACTABLE  IK17,34MC,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Prévoir contrôler le décrasseur TR4 ( Mou de chaîne ).,2020-04-15 10:26:00,DECRASSEUR,34MC,1
dbbb2d89-c7a1-4d71-9557-cae2cd6f1a55,c5799184-0dba-4180-a805-1028a4215ab8,vidange des trémies champ 6A .,2020-04-15 10:27:00,ELECTROFILTRE A,34MC,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,dysfonctionnement de la vanne à flotteur du décrasseur TR3.,2020-04-15 10:27:00,DECRASSEUR,34MC,1
2c7ee331-4641-4375-a3dc-9990b0c99106,8f7f39fb-b9c7-4426-937d-ed547b1e09e9,prévoir remise en état Eco bas.,2020-04-15 10:28:00,ECONOMISEUR U3,34MD,1
d3920bcc-7919-4ce5-90a7-451415d1a83d,f7edce60-d1a5-401a-b673-f1193930615c,fuite des cendres volants au niveau de la conduite de transport 1a&2a.,2020-04-15 10:29:00,SAS  SOUS CHAMP 1 ELECTROFILTRE A,34MD,1
2ede7d96-57b9-47c1-ba8a-4115f768da72,f7edce60-d1a5-401a-b673-f1193930615c,Découpage des boulons des brides des sas,2020-04-16 11:37:00,VANNE DE REMPLISSAGE SAS A SOUS CHAMP 1 ELECTROFIL,34MD,1
1d22882d-4d41-4410-8d72-ec6d328979e7,5ab0916f-be12-414f-8a8c-2986ad0828f3,Dysfonctionnement du manomètre  de pression de pompe chloration 10/TR3. ,2020-04-17 08:00:00,CLAPET AU REFOULEMENT POMPE HYPOCHLORITE,34CT,1
6446c531-22e3-4cd9-9c95-672383c8efe9,5ab0916f-be12-414f-8a8c-2986ad0828f3,Dysfonctionnement du manomètre  de pression de pompe chloration 20/tr3. ,2020-04-17 08:48:00,CLAPET AU REFOULEMENT POMPE HYPOCHLORITE,34CT,1
301d35a4-81df-42e7-a6fd-6307e5e78b7c,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Dysfonctionnement du manomètre  de pression de l'eau de filtration filtre à tambour TR3. ,2020-04-17 08:50:00,EQUIPMENT DE FILTRATION / SCREENING EQUIPMENT,34CT,1
b042dbde-eed3-4fbc-8f76-e0d91bd3020d,3cca8df0-66e0-4b80-b6e2-e3b45e49fcda,Nettoyage filtre échangeur NORIA N°10,2020-04-17 08:54:00,Echangeur Noria,34MM,1
c4c7db1e-5b89-416e-ba10-cded94969865,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Dysfonctionnement du manomètre  de pression de pompe lavage 10 TR3. ,2020-04-17 09:44:00,Pompe eau de lavage du tambour 10,34CT,1
3e14e819-a09f-4172-a7c7-b281e868990b,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Dysfonctionnement du manomètre  de pression de pompe lavage 20. ,2020-04-17 10:00:00,Pompe eau de lavage du tambour 10,34CT,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,Prévoir nettoyer le filtre de la pompe fioul 10/TR3.,2020-04-17 12:26:00,POMPE FUEL  PRINCIPALE  N°1,34MC,1
bc1bedf4-5fc0-42a8-a46f-7fc0cf062d52,f7edce60-d1a5-401a-b673-f1193930615c,prévoir inspection du sas (colmatage du cendre autour du niveaustat).,2020-04-17 12:28:00,SAS  SOUS CHAMP 6 ELECTROFILTRE A,34MC,1
ea2c77ad-678d-4686-8823-8aac71685974,db4d1348-69e4-4af6-b977-361b0b0f2f05,nettoyage des filtres en amont de la pompe drainage station de réchauffage fioul .,2020-04-20 13:10:00,POMPE DE DRAINAGE FIOUL COTÉ CHAUDIÈRE,34MC,1
b13c5adb-15b5-40c4-9b5b-717792d2fe97,f7edce60-d1a5-401a-b673-f1193930615c,vanne de convoyage bloquer en fermeture.,2020-04-20 13:13:00,SAS A SOUS CHAMP 5 ELECTROFILTRE A,34MC,1
bc1bedf4-5fc0-42a8-a46f-7fc0cf062d52,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir un Control pour la sas coté jdida (niveaustat ),2020-04-20 15:43:00,SAS  SOUS CHAMP 6 ELECTROFILTRE A,34CT,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,prévoir un control de chaine décrasseur,2020-04-22 11:14:00,DECRASSEUR,34MC,1
1719f1c4-fb39-4d7e-a7e4-b9be4ce9b4b6,f8c9a701-d706-4186-a4ab-5576d5df25da, MILTER SO3 A Inspecter .,2020-04-22 11:15:00,Systéme SO3,34CT,1
1719f1c4-fb39-4d7e-a7e4-b9be4ce9b4b6,f8c9a701-d706-4186-a4ab-5576d5df25da, MILTER SO3 A INSPECTER (défaut au niveau de débitmètre ),2020-04-23 09:29:00,Systéme SO3,34CT,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,Prévoir nettoyer les filtres d'aspiration de la pompe fioul 20,2020-04-24 10:01:00,POMPE FUEL  PRINCIPALE  N°2,34MC,1
f1e319d4-dd44-4298-ba77-77d6d8d73d39,5d34ddc7-cd24-4926-ad7d-99b73e817c51,prévoir soufflage prise de pression foyer,2020-04-25 14:23:26,Transmetteur de pression foyer ..,34CT,2
99b31581-c03f-4177-b7ad-aa801da00950,c111ab6f-a961-43ce-b8fe-54b2abf73628,prévoir soufflage filtres  moteur broyeur c,2020-04-27 09:43:00,PULV C MTR,34EL,1
0a3edf57-64bb-4b98-8196-2b1565bb638b,cbd40d2b-59cc-4db7-9f41-2986a167df77,Pose du moteur pompe alimentaire de réserve dans le hall et branchement de la résistance de chauffage,2020-04-27 15:44:00,Moteur pompe alimentaire 10,34EL,1
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,prévoir l'appoint d'huile au niveau du réducteur de tambour filtrant.,2020-04-28 12:55:00,Tombour filtarnt,34MM,1
d36105df-d463-4073-8d19-7958d468e331,7fde15d9-3de7-4c34-8a41-78a4b00d81f8,soufflage radiateur à air,2020-04-28 13:01:00,FILTRE/REFRIGERANT POMPE DE CIRCULATION,34MM,2
ea2c77ad-678d-4686-8823-8aac71685974,db4d1348-69e4-4af6-b977-361b0b0f2f05,pompe de drainage fioul station de réchauffage: -prévoir indicateur de niveau indisponible.  -vérifier indicateur de pression au refoulement de la pompe . -s'assurer que la pompe démarre si le niveau atteint le seuil MAX 1.,2020-04-29 09:20:14,POMPE DE DRAINAGE FIOUL COTÉ CHAUDIÈRE,34CT,1
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,réglage du détecteur de niveau bas du degrilleur .  défaut de basculement .,2020-04-29 12:36:00,Dégrilleur,34EL,2
e8c347a4-001b-44e1-a59b-a9c5915681ab,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,POMPAGE EXCESSIF A BASSE POSITION DE LA VANNE D'APPOINT NORMAL CONDENSEUR (CAUSANT DES VIBRATIONS EXCESSIVE AU CIRCUIT EAU DÉMINÉRALISEE POSTE EAU TR3 ),2020-04-30 09:00:00,V/R NIVEAU NORMAL BA,34CT,1
65b94732-b72d-4047-9f1e-1f86939df802,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,Prévoir la mise en état de l'indicateur de température  entrée réchauffeur HP6,2020-04-30 09:17:15,INDICATEUR DE TEMPERATURE,34CT,1
c22e89bc-213a-4a56-842e-88ffdb363032,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,Prévoir la mise en état de l'indicateur de température  entrée réchauffeur HP7,2020-04-30 09:18:35,INDICATEUR DE TEMPERATURE,34CT,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,prévoir contrôle injecteur système so3,2020-04-30 09:29:00,unité 03,34CT,1
b1d32340-0397-4b0c-ae0d-0302327b7c20,c111ab6f-a961-43ce-b8fe-54b2abf73628," la position de contacteur Broyeur B  à l'arrêt, sa position à "" I "" doit  être "" O "" pour consignation",2020-04-30 12:41:00,PULV B MOTOR,34EL,1
5f1921a1-4d48-4046-950a-7351c06d6a30,d5e40ef9-2b00-49bc-837b-4a0b46b3d169,Câble électrique et coffret non rangés coté broyeur U3 A ranger ou éliminer en cas de non besoin ,2020-04-30 12:57:00,ELAIRAGE ET PC BATIMENT ELECTRIQUE,34EL,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir contrôler le niveaustat et la vanne de convoyage champ 5A/TR3.,2020-04-30 13:18:00,SYSTEM ETG,34CT,1
